ds,y,n225_ret,yhat,yhat_lower,yhat_upper
2004-07-01,-0.2285344106102252,-0.0459945533534621,-0.02480677308217031,-0.2668263495665188,0.19311079678487306
2004-08-01,-0.4225013293324147,-0.0217783431700347,-0.22643316692626958,-0.4484996529609619,0.011745573294483424
2004-09-01,-0.1631256021727038,-0.0235770317245477,0.012824527881146505,-0.21723094886873756,0.22533377483424685
2004-10-01,-0.2909234738655958,-0.0048298694685898,0.010360382401030606,-0.22105802840736818,0.23518930903586996
2004-11-01,-0.1503699330161167,0.0117976565789924,-0.24134360258449636,-0.47407481330457757,-0.02783070375400754
2004-12-01,-0.0267702942740124,0.0526751661778263,-0.014104905311531836,-0.24664687253639292,0.22511793246851278
2005-01-01,0.0782521293723086,-0.0088449934695194,0.06510032272884574,-0.1673983094059867,0.29196558397692474
2005-02-01,0.1587484142072706,0.0305287349114784,-0.003738274215122725,-0.22457659226387883,0.23144657808764302
2005-03-01,-0.0092167685033128,-0.0061214024528289,-0.09153115982831034,-0.3195346876307634,0.14634082837742265
2005-04-01,-0.1039897419596176,-0.0582274126427611,-0.04171863724208003,-0.262205907647562,0.19123576371308418
2005-05-01,0.2258795580218612,0.0240248094933673,0.002121239234039722,-0.228187837376011,0.21924241730917612
2005-06-01,0.0349030268338009,0.0268967971241476,-0.0012799561622650196,-0.24077670779168647,0.23019120106236252
2005-07-01,-0.0213341859584358,0.0268790746104016,-0.026663995049115694,-0.25769862156651613,0.20260800049137964
2005-08-01,-0.0663010625435839,0.0422878610392064,-0.14744759272300864,-0.3769969905724237,0.08141290571161049
2005-09-01,-0.0327898727177611,0.0893856704048906,0.04258644011940855,-0.18554396912995846,0.2932247163103216
2005-10-01,-0.100083377149727,0.0023693350164475,-0.07011645778250628,-0.29554955791064963,0.179188691259323
2005-11-01,0.1953934494268113,0.0889427429606219,-0.1048642970256235,-0.3434236833626309,0.12371498827853769
2005-12-01,0.0032417318920839,0.0800385758941608,0.007307501306747413,-0.22531299006948013,0.23275317968979267
2006-01-01,-0.0520317802629497,0.0328704857304218,-0.007478496646636239,-0.22751322866812537,0.22595097073520512
2006-02-01,0.0307717218296024,-0.0270530723483175,-0.022455516825409357,-0.2556290090218369,0.21244687250908129
2006-03-01,0.0,0.051370269386086,-0.022498204019082334,-0.25219832530534836,0.21391264458561154
2006-04-01,0.0351862977019757,-0.0090344005858794,-0.01612973419176958,-0.22578463070566268,0.21030376565079856
2006-05-01,-0.0429298167829244,-0.0889521581516233,-0.03957709335266804,-0.2535738470541842,0.18381059005813644
2006-06-01,-0.099762069442948,0.0024440788623655,-0.017622842054562174,-0.25215306772376295,0.21058788496393668
2006-07-01,-0.1067245979207733,-0.0031244863587731,-0.05664799165579634,-0.2855090193506245,0.15712079005624446
2006-08-01,-0.1349950330970223,0.0432980800626457,-0.08606512334606313,-0.3260850601721734,0.13789975121871217
2006-09-01,0.0023406427021455,-0.0008168804652927,0.013588233728253712,-0.2317847094884481,0.2435723540806334
2006-10-01,0.1701670131003346,0.0167133224002311,-0.14709863833731213,-0.3665716328790035,0.07429383020836441
2006-11-01,0.0964451836185507,-0.0076551525145988,-0.016383536100982546,-0.2554871542101968,0.20682305797757072
2006-12-01,-0.0102010010159377,0.0568209814376329,0.011977077466380937,-0.20468817491344585,0.25256645147488355
2007-01-01,-0.035608537867112,0.009106867839774,-0.09895507528004945,-0.3347842602867046,0.12730693835769097
2007-02-01,-0.0132119025636184,0.0126160428510695,-0.01203898204287246,-0.2503295723888286,0.213793246476812
2007-03-01,-0.0838499613440113,-0.0181405204030654,0.01090111444422491,-0.21650146716185595,0.24207267065837992
2007-04-01,-0.0544878223082258,0.0065013818025079,-0.0009412582584324564,-0.22754002077022542,0.23082785561497085
2007-05-01,0.0215835032265277,0.0269512676008759,-0.017235747192615863,-0.25508663495346373,0.20117532313927725
2007-06-01,0.0211273743283191,0.0145839524625127,-0.02373675031874973,-0.2631436994673269,0.21427416777720154
2007-07-01,-0.0835329508181106,-0.0502811683892413,-0.0905410950822993,-0.312020794820011,0.13666814540572414
2007-08-01,-0.0114287184509251,-0.040208927842362,-0.048398769441241454,-0.2789384335097068,0.19275997238005763
2007-09-01,-0.1006885541548473,0.0129878031667836,0.012553908471607221,-0.21938809149945873,0.238406902196512
2007-10-01,0.0333362960391385,-0.0028671758182022,-0.2321110940298785,-0.45557396782964305,0.0061681366637663555
2007-11-01,0.0401660629358874,-0.0652307907023393,0.08404888350339945,-0.14008431942183874,0.3031146330295671
2007-12-01,-0.0320026733536905,-0.0240675248665547,-0.00210851702154774,-0.23389182539419245,0.24248400222715594
2008-01-01,-0.0919014038184523,-0.1188452709332492,-0.22015528033306342,-0.4434674726996565,0.01226597768923057
2008-02-01,-0.0953101729926453,0.0007758496357014,-0.014458767400275518,-0.24910731718355295,0.20367984408548678
2008-03-01,-0.0198025913305123,-0.0825220295222245,-0.14976522966672384,-0.3899583081659644,0.0936602467081289
2008-04-01,-0.1743534926868888,0.1005147646011813,0.006368757253213987,-0.22601436075450063,0.23771461563383217
2008-05-01,-0.0475407985802983,0.0346664920684666,0.03020066752714619,-0.18252004368437533,0.27158526725167964
2008-06-01,0.1165336397390547,-0.0616415541632798,-0.0011035849462703098,-0.21732475313617491,0.23487436713846502
2008-07-01,-0.0749629291466732,-0.0077868868318418,0.0018354964242036365,-0.23080449843640174,0.22127213523685657
2008-08-01,-0.6338619596611166,-0.0229834792724293,-0.21091651582351278,-0.4434924264928611,0.004887431208105906
2008-09-01,-0.6554904363688494,-0.1492948788703927,-0.006806813647293117,-0.251104994101387,0.2083425024253729
2008-10-01,0.688789916546043,-0.2721622956243277,-0.04924654181514522,-0.2782502781863489,0.18092082512570343
2008-11-01,-1.3477458901263697,-0.0075733278865503,-0.23095488706613765,-0.4680643097081698,-0.0038321978738310807
2008-12-01,-0.1840035951329946,0.039988456530937,-0.00182932362925263,-0.2290504037019739,0.21636034059168147
2009-01-01,0.0200005759404659,-0.1027995629560473,0.05443525745364868,-0.17536227563804452,0.28797466031785796
2009-02-01,-0.1042608315428192,-0.0547131738124154,-0.01194389167998735,-0.24570928694327454,0.21048576673178152
2009-03-01,-0.3999857722805367,0.0690555700950169,-0.05445303425052267,-0.2811683259652392,0.1876217389774764
2009-04-01,0.1376214080799474,0.0849180263460218,0.014545924070052396,-0.2236930543468145,0.2543387594593332
2009-05-01,0.182321534047808,0.0756995062136436,0.03256503935444925,-0.19120184399561868,0.2511242595029675
2009-06-01,0.3141154739085103,0.044763056600721,0.01962025033596463,-0.20404432357768584,0.23145903725737588
2009-07-01,0.050858421352807,0.0392257370245148,-0.007321884677627864,-0.22765962121439157,0.23998340699195506
2009-08-01,-0.0595921858518561,0.013017388471002,-0.1398533493124379,-0.36665280781191684,0.08599189076933886
2009-09-01,0.4511874716785862,-0.0348434328845138,0.0233753459316662,-0.19466278986313176,0.254293590960011
2009-10-01,-0.1439605739159671,-0.0097670726307261,-0.05768553588826176,-0.2642615571329966,0.1898964947694404
2009-11-01,0.1098662502782734,-0.0711528226722904,-0.1341999332938386,-0.36093020427327177,0.09175355012978997
2009-12-01,0.0778169325843745,0.1208881296809289,0.03469553177839104,-0.18674726243315495,0.26626648729071706
2010-01-01,-0.010752691257954,-0.0335928541668805,-0.010383219203470472,-0.22339975408577564,0.21807952139140543
2010-02-01,-0.0442060995065157,-0.00708618557627,-0.0009623373132582602,-0.22089707373558376,0.21550646585708377
2010-03-01,-0.0344862934880907,0.0909290665967014,0.004525465445299991,-0.21446300777780397,0.25373219377703393
2010-04-01,0.0,-0.0029385074028796,0.0014478802115639663,-0.22365054269868226,0.22986490832738882
2010-05-01,0.0173916926235563,-0.1239165056047987,-0.033590143398960284,-0.250080369474217,0.1996393221939551
2010-06-01,-0.0531095537862859,-0.0403222809636641,-0.013838278470734485,-0.24808291381245184,0.20697995896078322
2010-07-01,-0.1571856611320792,0.0163492702136015,-0.035294016087815294,-0.275061645923543,0.20467224860010996
2010-08-01,-0.3140307666395941,-0.0777283731856212,-0.10437216146004846,-0.31610316590616916,0.1353887342079038
2010-09-01,0.8542086589734978,0.0599616489510142,0.04660190087463453,-0.18620349302142367,0.2690919291430152
2010-10-01,-0.4455124686491823,-0.017973907647382,-0.14103346329799188,-0.35609903292553696,0.09142166441387592
2010-11-01,-0.1992383177657675,0.0767994193578115,0.023313507563427344,-0.2207081828106628,0.25397353249331583
2010-12-01,0.1796934715045319,0.0289498013733787,0.0199663166332781,-0.21827270392056194,0.250271861726664
2011-01-01,-0.1563460288122134,0.0008794714424709,-0.08542070310717907,-0.31434982356375324,0.15312578649594558
2011-02-01,-0.0077219731760383,0.0370255830288558,0.010708287147663052,-0.21650331687501476,0.2274716449404804
