ds,yhat,yhat_lower,yhat_upper
2025-11-01,-0.04387092547603527,-0.2774365493306204,0.18872865314970153
2025-12-01,0.07081384818445016,-0.16158644275137676,0.29553671834502865
2026-01-01,0.0693421153391848,-0.15029019424872325,0.3123645488207599
2026-02-01,0.07128002952070951,-0.16847214823316983,0.304084339128887
2026-03-01,0.04909916211624674,-0.18051047972113385,0.2871771306897327
2026-04-01,0.07251837667294328,-0.14347594279123835,0.2966204803241775
