,y,Close,macro_series
2013-06-01,-0.3173579031966765,132.56871032714844,83.49418224223001
2013-07-01,-0.0182375331769246,130.1728973388672,85.23207561074112
2013-08-01,-0.123936791744591,114.99938201904295,84.00105213321355
2013-09-01,0.0474663505121512,120.58960723876952,85.44611632708003
2013-10-01,-0.0268473219114341,117.39517211914062,86.06528771748478
2013-11-01,-0.0631786459039876,110.2077407836914,87.29837795747652
2013-12-01,0.0631786459039876,117.39517211914062,90.14356743145744
2014-01-01,-0.0631786459039876,110.2077407836914,89.77548525745314
2014-02-01,-0.0520564385817958,104.61748504638672,88.6448810109169
2014-03-01,-0.1478095277220553,90.24256134033205,87.31060936647862
2014-04-01,-0.0269074575313713,87.84674072265625,86.08689393903046
2014-05-01,-0.0276516254844835,85.45091247558594,85.9712413749093
2014-06-01,0.1229619000330799,96.63142395019533,86.48296933713426
2014-07-01,-0.0166672143731881,95.03419494628906,86.89800553612929
2014-08-01,-0.0786430601754083,87.84674072265625,88.13878040968333
2014-09-01,0.0357180886967402,91.04116821289062,88.1582832475002
2014-10-01,0.008733764499049,91.83978271484376,90.33858436323617
2014-11-01,0.1603425916164898,107.8119125366211,89.94159911337924
2014-12-01,-0.1094841702636828,96.63142395019533,94.02185286326366
2015-01-01,-0.0772917659441709,89.44395446777344,94.96035388491116
2015-02-01,0.0088889489269458,90.24256134033205,93.67461755028675
2015-03-01,0.0928936848488975,99.02722930908205,92.06827880319508
2015-04-01,0.1284784203943691,112.60355377197266,92.79198742605986
2015-05-01,-0.0584107703073287,106.2146987915039,92.45679324807108
2015-06-01,0.0512932333321069,111.80493927001952,93.5277939892092
2015-07-01,-0.0588404400558221,105.41609191894533,94.23765042606954
2015-08-01,-0.0386149170500022,101.4230499267578,94.12840705708425
2015-09-01,-0.2192140475039126,81.45790100097656,92.85821647998162
2015-10-01,0.0289873549041021,83.85370635986328,90.58594564295282
2015-11-01,0.0465200239062185,87.84674072265625,89.9161732148523
2015-12-01,0.0444518531957893,91.83978271484376,91.20077140633752
2016-01-01,-0.090971877102008,83.85370635986328,91.5219120225328
2016-02-01,0.0734274814375899,90.24256134033205,89.65330385446482
2016-03-01,-0.0926586613963274,82.25650787353516,89.9130752432416
2016-04-01,0.0192311799587375,83.85370635986328,90.49105131283486
2016-05-01,0.0,83.85370635986328,89.16526515853316
2016-06-01,0.090971877102008,91.83978271484376,89.39585281745144
2016-07-01,-0.0535843383526201,87.04813385009766,89.48316589512045
2016-08-01,0.0091324851568307,87.84674072265625,87.76871044837452
