company,order,lag,seasonal_order,cv_rmse,cv_mae,cv_aic,insample_rmse,insample_mae,n225_coef,n225_pvalue,splits,converged
ゴールドクレスト,"(1, 0, 1)",6,"(0, 0, 0, 0)",0.10084677268816304,0.07740041298666231,-190.71368182977116,0.10743263885080259,0.07997739141128554,-0.0010892140365526067,0.8313838651109651,5,True
ゴールドクレスト,"(2, 0, 1)",0,"(0, 0, 0, 0)",0.10103767580312326,0.07827878390105095,-196.5241153484993,0.10622092520078141,0.0789743898211314,0.02178130623625229,0.000568464850444824,5,True
ゴールドクレスト,"(2, 0, 1)",1,"(0, 0, 0, 0)",0.09484580245553306,0.07215360657592657,-221.70251211806902,0.09879624938237552,0.07263343538258649,0.04547076294562652,1.6243383889426607e-34,5,False
ゴールドクレスト,"(2, 0, 1)",2,"(0, 0, 0, 0)",0.10213498958042952,0.07830189588163723,-189.2771879013183,0.10737764399055398,0.07968612814824425,0.011016919050221811,0.09177637483392265,5,True
ゴールドクレスト,"(2, 0, 1)",3,"(0, 0, 0, 0)",0.10159849866893023,0.07903854538047903,-188.42063859078195,0.10806810253832658,0.08052938380823436,-0.010156759767937753,0.10460689332422954,5,True
ゴールドクレスト,"(2, 0, 1)",6,"(0, 0, 0, 0)",0.1009338150894449,0.07735399748659931,-187.6815449738671,0.1077785845897822,0.08031913760726792,-0.00035573595666675643,0.9478195462469043,5,True
エスリード,"(1, 0, 1)",0,"(0, 0, 0, 0)",0.09902605781106968,0.07635941226144849,-189.51155995370144,0.10659905129955956,0.07687432265439727,0.00010032280498723528,0.9878978203140232,5,True
エスリード,"(1, 0, 1)",1,"(0, 0, 0, 0)",0.08618787210775324,0.0662796997814308,-219.43800264935462,0.09453694450342322,0.06852524912717725,0.051091868211335684,1.705684936434754e-18,5,True
エスリード,"(1, 0, 1)",2,"(0, 0, 0, 0)",0.09906420537571585,0.07695446825751343,-196.0627997082209,0.1040007276012238,0.07602722769169637,0.027281584857326624,5.867011953008483e-06,5,True
エスリード,"(1, 0, 1)",3,"(0, 0, 0, 0)",0.09822716938728951,0.07576265121252437,-186.03637481056512,0.10659756452878029,0.07697298838797513,0.006679453262788978,0.2766947893071886,5,True
エスリード,"(1, 0, 1)",6,"(0, 0, 0, 0)",0.09805751340906126,0.07603587928397167,-184.46695476204908,0.10644058728107347,0.07659814022472963,-0.00012839841484602304,0.9844813308268857,5,True
エスリード,"(2, 0, 1)",0,"(0, 0, 0, 0)",0.098881376461465,0.07619464863872963,-188.08799130119806,0.10666662544515665,0.07685353933618824,6.016584793666515e-06,0.9992789110039241,5,True
エスリード,"(2, 0, 1)",1,"(0, 0, 0, 0)",0.0867146003231101,0.0667558727569176,-217.56918469929897,0.09457510015905758,0.06854505741975901,0.05108929539583272,1.845027385098433e-18,5,False
エスリード,"(2, 0, 1)",2,"(0, 0, 0, 0)",0.09904300992059803,0.0769365931682932,-194.0884115059368,0.10398566775602863,0.07599020527390443,0.026744514391244405,1.5404025553693842e-05,5,True
エスリード,"(2, 0, 1)",3,"(0, 0, 0, 0)",0.09982897734283984,0.0769661774543508,-184.33687597389994,0.10655764396230927,0.07685243423040068,0.006006819798664961,0.3365204281462396,5,True
エスリード,"(2, 0, 1)",6,"(0, 0, 0, 0)",0.09814443338592035,0.07625926303202216,-183.3555662162759,0.10636936116703792,0.07627788063310699,0.000181421037928093,0.977024048660514,5,True
プロパスト,"(1, 0, 1)",0,"(0, 0, 0, 0)",0.17741772293052693,0.12501157267126123,88.54473868662463,0.27476695912007393,0.16422468192213413,0.014777644887488521,0.4462358881573998,5,True
プロパスト,"(1, 0, 1)",1,"(0, 0, 0, 0)",0.18152401668293697,0.13090258997231025,71.21694211339418,0.2569123625220144,0.15791559083624107,0.10384829723588795,6.777557885353306e-15,5,True
プロパスト,"(1, 0, 1)",2,"(0, 0, 0, 0)",0.17448677589100425,0.12013579152169566,88.64692876724516,0.2736861181021927,0.16241124494480932,-0.02193704898197994,0.18317673735183881,5,True
プロパスト,"(1, 0, 1)",3,"(0, 0, 0, 0)",0.1832622948604734,0.13926686755205106,83.5151287672945,0.2695458357796054,0.1694755589926318,0.05390471841022105,0.002797618287351433,5,True
プロパスト,"(1, 0, 1)",6,"(0, 0, 0, 0)",0.15545514835495933,0.11014763759123228,91.1995353418948,0.276443520827249,0.16514065306508785,-0.01137010322002403,0.4216755581134126,5,True
プロパスト,"(2, 0, 1)",0,"(0, 0, 0, 0)",0.1779143716019395,0.12567272333776022,91.0027560130242,0.2746808772097588,0.16445543524026082,0.01494946193592695,0.45568475834000244,5,False
プロパスト,"(2, 0, 1)",1,"(0, 0, 0, 0)",0.1814187734252689,0.13145768140356773,72.57170665452296,0.25642613011779214,0.15840162113259462,0.10542356704761364,1.6507851724418365e-14,5,True
プロパスト,"(2, 0, 1)",2,"(0, 0, 0, 0)",0.17692342853546453,0.12207676833235889,90.69803465930228,0.2736921803622432,0.16239597904673983,-0.02167023878044704,0.2047281182443067,5,False
プロパスト,"(2, 0, 1)",3,"(0, 0, 0, 0)",0.19447034847174127,0.15324174892084935,82.36422366267361,0.26778819988637886,0.17234154673281088,0.0697767835597838,0.00041155077354524343,5,True
プロパスト,"(2, 0, 1)",6,"(0, 0, 0, 0)",0.15546425505076428,0.11016448070999563,93.19623647493363,0.2767585854263468,0.1633805707768392,-0.00904434892832103,0.5856842909673974,5,True
アーバネットコーポレーション,"(1, 0, 1)",0,"(0, 0, 0, 0)",0.08441090374382502,0.057380835728778334,-110.49466942110266,0.11565888040964645,0.07203895695615796,-0.0007509729293065748,0.9234440879258324,5,True
アーバネットコーポレーション,"(1, 0, 1)",1,"(0, 0, 0, 0)",0.08161851196401948,0.06418962392535023,-143.51826496616746,0.10205855352014967,0.0693093287733246,0.05715899621932581,8.658445037448774e-14,5,True
アーバネットコーポレーション,"(1, 0, 1)",2,"(0, 0, 0, 0)",0.08453559470458832,0.0611831169115659,-116.1400379398868,0.11466272870822196,0.07390722486041669,0.021301633736638015,0.005537825038468152,5,True
アーバネットコーポレーション,"(1, 0, 1)",3,"(0, 0, 0, 0)",0.08307761831359414,0.0559850051710938,-110.32749965139435,0.11668543047802873,0.07171014364609757,-0.003294070779124326,0.6699212759635577,5,True
アーバネットコーポレーション,"(1, 0, 1)",6,"(0, 0, 0, 0)",0.08307538765935873,0.05588794580967037,-113.26259544752754,0.11522032077370974,0.07202636650791204,0.0035884746950118496,0.6203497623694457,5,True
アーバネットコーポレーション,"(2, 0, 1)",0,"(0, 0, 0, 0)",0.08457159570137537,0.0573464093026228,-109.44726275191915,0.11558681395400092,0.07200982070863853,0.0006575927403866239,0.9325181866034128,5,False
アーバネットコーポレーション,"(2, 0, 1)",1,"(0, 0, 0, 0)",20.83291282444069,9.921684434344922,-114.228925219049,0.10335766901842801,0.07104933799272106,0.06065305687260825,3.898860526964389e-14,5,True
アーバネットコーポレーション,"(2, 0, 1)",2,"(0, 0, 0, 0)",0.086307167409953,0.06265401456154665,-117.444503679409,0.11360238881647293,0.07394640011805047,0.026472973049468815,0.0018577811145667517,5,True
アーバネットコーポレーション,"(2, 0, 1)",3,"(0, 0, 0, 0)",0.08320891058493608,0.055658589374310875,-109.34056829969882,0.11623926514663441,0.07164115086900669,-0.005276543238451602,0.5532820777191071,5,False
アーバネットコーポレーション,"(2, 0, 1)",6,"(0, 0, 0, 0)",0.08364687544388708,0.056474022364990085,-111.3534773562476,0.11519476555595287,0.07198982718716519,0.0034486591573125802,0.6352142524818758,5,True
セントラル総合開発,"(1, 0, 1)",0,"(0, 0, 0, 0)",0.1268361802755879,0.0936296209659195,-58.317049580844426,0.1491680096395532,0.09088497836418047,0.02079607860410026,0.008540943545689768,5,True
セントラル総合開発,"(1, 0, 1)",1,"(0, 0, 0, 0)",0.11395919221451248,0.08316686667468773,-72.17953557525956,0.14104210161943753,0.0873387995556267,0.057676982315632876,1.3230338825358576e-11,5,True
セントラル総合開発,"(1, 0, 1)",2,"(0, 0, 0, 0)",0.12109339245601522,0.09233248815764741,-52.35598231775957,0.15040162805158092,0.09330365650271412,0.016768935733828604,0.2117882357934764,5,True
セントラル総合開発,"(1, 0, 1)",3,"(0, 0, 0, 0)",0.11741432640504908,0.08815333874260046,-52.72935639138582,0.14982482058768026,0.0949044298033349,0.021731910749392777,0.06776514784114557,5,True
セントラル総合開発,"(1, 0, 1)",6,"(0, 0, 0, 0)",0.1125194314335181,0.08142144338419387,-48.860070179282786,0.15141770852701328,0.09328363436092593,-0.01388877891607339,0.18723325334717356,5,True
セントラル総合開発,"(2, 0, 1)",0,"(0, 0, 0, 0)",0.12560002941571263,0.09281507581580528,-60.55297370352829,0.14783715021543942,0.09154667943968209,0.02174129062060455,0.008098547264152343,5,True
セントラル総合開発,"(2, 0, 1)",1,"(0, 0, 0, 0)",0.11384030778122375,0.08322553244354888,-68.74346613297061,0.14054112899599971,0.08740623352161521,0.055271479277374996,4.330204075173441e-10,5,True
セントラル総合開発,"(2, 0, 1)",2,"(0, 0, 0, 0)",0.11757767275584267,0.08720528943416243,-52.98710036765435,0.14920032896729735,0.09343839344482373,0.01636191542945154,0.21430264688787914,5,True
セントラル総合開発,"(2, 0, 1)",3,"(0, 0, 0, 0)",0.11951011833183989,0.08982093214100113,-54.0397341581885,0.14927410948905553,0.0946926932161853,0.01773049107408058,0.18209343855750093,5,True
セントラル総合開発,"(2, 0, 1)",6,"(0, 0, 0, 0)",0.11438638910928518,0.08258524524880712,-52.00404989377989,0.14857253958160732,0.09527623938115103,-0.01253972497380963,0.25928241479181025,5,True
ディア・ライフ,"(1, 0, 1)",0,"(0, 0, 0, 0)",0.12206339202469405,0.08994932705553482,-73.57215627999501,0.16500387869549693,0.10249436817498965,0.008332652774790264,0.4894967731592148,5,True
ディア・ライフ,"(1, 0, 1)",1,"(0, 0, 0, 0)",0.11329070878564385,0.08301791217828085,-98.294073042781,0.15287569726681038,0.09425006733474342,0.06897224842214338,2.030224343635961e-21,5,True
ディア・ライフ,"(1, 0, 1)",2,"(0, 0, 0, 0)",0.12798388058896773,0.09831112465500373,-83.05590224169923,0.13949368635423787,0.09728267062493641,0.045327998060034964,2.133466525555619e-06,5,True
ディア・ライフ,"(1, 0, 1)",3,"(0, 0, 0, 0)",0.12530402620566622,0.0925702130271297,-76.85267680879512,0.14533413099687661,0.09640979793273423,0.014053718655060896,0.19430325651429314,5,True
ディア・ライフ,"(1, 0, 1)",6,"(0, 0, 0, 0)",0.12193915745498056,0.08965280168882064,-77.86492157831427,0.1436788475205765,0.09743747815262027,0.0013355148194787714,0.9141518512066151,5,True
ディア・ライフ,"(2, 0, 1)",0,"(0, 0, 0, 0)",0.13280694910474722,0.1010410385276755,-41.20074805750428,0.16481683711200726,0.10265486781009105,0.008283178651265384,0.5018817895899021,5,False
ディア・ライフ,"(2, 0, 1)",1,"(0, 0, 0, 0)",0.1137904416120277,0.08349575992940848,-96.93361287004065,0.15650225591789482,0.09617542464259236,0.0701701259105036,7.859212624418044e-21,5,True
ディア・ライフ,"(2, 0, 1)",2,"(0, 0, 0, 0)",0.12816600430404415,0.09851735209245145,-82.87698429900013,0.1394690703061468,0.09721585090745381,0.04483641471224144,2.7273990841638903e-06,5,True
ディア・ライフ,"(2, 0, 1)",3,"(0, 0, 0, 0)",0.12867318349229256,0.0953559613897704,-73.96083106515934,0.14435785513731042,0.09882836241855518,0.01778713753614548,0.12425865013860865,5,True
ディア・ライフ,"(2, 0, 1)",6,"(0, 0, 0, 0)",0.12238463181833636,0.08988559451136724,-76.17960381053062,0.14365953584427726,0.09739746456018605,0.0012663635983217378,0.9182161694993046,5,True
コーセーアールイー,"(1, 0, 1)",0,"(0, 0, 0, 0)",0.10326509276502646,0.0769219824015514,-110.48090518338373,0.10652009790510014,0.07521546536650633,0.006240666810494145,0.44840109448053345,5,True
コーセーアールイー,"(1, 0, 1)",1,"(0, 0, 0, 0)",0.09565670568843934,0.06855978133934128,-129.72624660937467,0.09706763330907725,0.06823778868044,0.04329399131651926,1.634171769685311e-06,5,True
コーセーアールイー,"(1, 0, 1)",2,"(0, 0, 0, 0)",0.09807886759260098,0.07024023647766746,-109.26913971645858,0.1049273867224851,0.07437481886845618,0.0026791453070691583,0.8041408059163948,5,True
コーセーアールイー,"(1, 0, 1)",3,"(0, 0, 0, 0)",0.0977571989004152,0.06969215082974838,-108.24437675204794,0.10522133742975731,0.07381369606725305,-0.01055675198949103,0.26580175693118735,5,True
コーセーアールイー,"(1, 0, 1)",6,"(0, 0, 0, 0)",0.09981853794359297,0.07125708824026183,-106.99113252554386,0.10289269678780574,0.07259391433051948,0.005156897445510705,0.5850606676533945,5,True
コーセーアールイー,"(2, 0, 1)",0,"(0, 0, 0, 0)",0.09832732217746683,0.07218793318544002,-107.63666626665949,0.10651793289077201,0.07520907296026713,0.006176890734095615,0.4554127971744807,5,True
コーセーアールイー,"(2, 0, 1)",1,"(0, 0, 0, 0)",0.09567403597363697,0.06863310055279778,-127.80575536167942,0.09706359256060645,0.06822593223842292,0.043292932712729146,1.995840059626498e-06,5,True
コーセーアールイー,"(2, 0, 1)",2,"(0, 0, 0, 0)",0.09900684914166011,0.07159306049510684,-86.2306367581519,0.10573710167422724,0.07501422017471807,0.0017686518276631368,0.8736190692232758,5,False
コーセーアールイー,"(2, 0, 1)",3,"(0, 0, 0, 0)",0.09743401853615476,0.06933604646135738,-106.33737053218506,0.10524518070118616,0.07363652224378243,-0.011966828448863523,0.21934726837378216,5,True
コーセーアールイー,"(2, 0, 1)",6,"(0, 0, 0, 0)",8044971.648213476,2226760.0574033917,-74.55328165161839,0.1028855226881013,0.07260130614580006,0.00511756765753146,0.5889852217969134,5,True
コスモスイニシア,"(1, 0, 1)",0,"(0, 0, 0, 0)",0.1676027912975955,0.11885027093900961,-100.29371124076701,0.16968327259413588,0.11087042515399972,0.014138272118042243,0.12439096962106352,5,True
コスモスイニシア,"(1, 0, 1)",1,"(0, 0, 0, 0)",0.15733575593055932,0.11204245363374177,-130.1879652457287,0.1545904036006793,0.10159188962843994,0.07347377177683516,1.0862400036475282e-15,5,True
コスモスイニシア,"(1, 0, 1)",2,"(0, 0, 0, 0)",0.16743063086190374,0.12169181763812273,-103.5304913053568,0.16786194805135563,0.11133676055260733,0.03468536596201136,0.006266808569048587,5,True
コスモスイニシア,"(1, 0, 1)",3,"(0, 0, 0, 0)",0.16663249106632563,0.1167193568659151,-95.65134707450378,0.17046996777449325,0.11115705114390627,0.0035830994489779696,0.7395207903498723,5,True
コスモスイニシア,"(1, 0, 1)",6,"(0, 0, 0, 0)",0.1682698454201263,0.11892398254144068,-96.86436319453378,0.17099894902446178,0.11115934474036626,-0.004017733478289083,0.6057296416946455,5,False
コスモスイニシア,"(2, 0, 1)",0,"(0, 0, 0, 0)",0.16778486430050785,0.11907791404749121,-98.62338197889714,0.16959891457449022,0.11088779123100022,0.013925133257636618,0.13936256129174893,5,True
コスモスイニシア,"(2, 0, 1)",1,"(0, 0, 0, 0)",0.15732365566801554,0.11205904077130188,-128.87054871321394,0.15440745823658833,0.10151493064459328,0.07405152601576305,1.005243392967123e-15,5,True
コスモスイニシア,"(2, 0, 1)",2,"(0, 0, 0, 0)",0.16746500382829663,0.12160495215857725,-101.89291748144004,0.1678245734221128,0.1114394102384594,0.03525481171214393,0.005332187966157765,5,True
コスモスイニシア,"(2, 0, 1)",3,"(0, 0, 0, 0)",0.1668898661235792,0.11681189563498555,-93.82622555047821,0.1704263897286162,0.11103359941953193,0.006544145363115988,0.5824072336978419,5,True
コスモスイニシア,"(2, 0, 1)",6,"(0, 0, 0, 0)",0.16927682279553516,0.1193756967778804,-95.43726971766611,0.17099740104690517,0.11114101478731585,-0.003891092381052388,0.6180109556576681,5,False
日神グループホールディングス,"(1, 0, 1)",0,"(0, 0, 0, 0)",0.09943723008884839,0.07466152673725943,-205.25322028988785,0.10486492349755991,0.07521793521892682,-0.0037027022071636543,0.5317880978060149,5,True
日神グループホールディングス,"(1, 0, 1)",1,"(0, 0, 0, 0)",0.08776211893706994,0.06402546495747156,-242.75179214030769,0.09349687177477435,0.06583877247072147,0.05372779243234442,4.338659277511874e-25,5,True
日神グループホールディングス,"(1, 0, 1)",2,"(0, 0, 0, 0)",0.09851942863514222,0.07430634001204482,-209.36866669266323,0.10388745454342233,0.07465837731540868,0.02009219614735773,0.0031275285282045956,5,True
日神グループホールディングス,"(1, 0, 1)",3,"(0, 0, 0, 0)",0.09802670241504763,0.07381285536336969,-207.7031273954081,0.10546348558386966,0.07466350304168973,0.005854754066200187,0.39415285827068147,5,True
日神グループホールディングス,"(1, 0, 1)",6,"(0, 0, 0, 0)",0.10081856642029444,0.07599558102380236,-208.04542382817218,0.10355957016597929,0.07364112809947525,-0.0005681160281172815,0.9276259131394174,5,True
日神グループホールディングス,"(2, 0, 1)",0,"(0, 0, 0, 0)",0.09913970940547487,0.07481843892454425,-202.8552847034249,0.10515793552943452,0.07560341767604221,-0.005469578705433887,0.34960800124977043,5,True
日神グループホールディングス,"(2, 0, 1)",1,"(0, 0, 0, 0)",0.08709906880321343,0.06389462670397039,-240.68132047456328,0.09351602732125888,0.06596110633752729,0.05358476381585753,5.103905986670193e-25,5,True
日神グループホールディングス,"(2, 0, 1)",2,"(0, 0, 0, 0)",0.09821212132509972,0.07415914642702429,-207.53211670244477,0.10445051931739882,0.07511733685825944,0.018979751479128233,0.00589114282054831,5,True
日神グループホールディングス,"(2, 0, 1)",3,"(0, 0, 0, 0)",0.09810454251191882,0.07396512166025081,-205.79364651258894,0.10542286760240017,0.07455625434954716,0.00715209857538613,0.3095505785388689,5,True
日神グループホールディングス,"(2, 0, 1)",6,"(0, 0, 0, 0)",0.10028938730256956,0.07579338754442048,-205.3383750641088,0.10355861387169514,0.07381012459775936,-2.0168431915633346e-05,0.9973596434485356,5,False
シーラホールディングス,"(1, 0, 1)",0,"(0, 0, 0, 0)",0.08168767580136788,0.060149447873986225,-166.2054860206784,0.11532129641893017,0.0781000478559648,0.006685572227793515,0.30405018146076956,5,False
シーラホールディングス,"(1, 0, 1)",1,"(0, 0, 0, 0)",0.07927824970366776,0.05891664417483276,-184.20135097070607,0.11073932548444115,0.0749232703735812,0.035753241471775804,8.799663204335153e-11,5,True
シーラホールディングス,"(1, 0, 1)",2,"(0, 0, 0, 0)",0.0848675157895928,0.062008943800208674,-171.05491984392384,0.11053836201871413,0.07539216531377778,0.016526450788243607,0.016424504276540568,5,True
シーラホールディングス,"(1, 0, 1)",3,"(0, 0, 0, 0)",0.08374636766059282,0.060221792139646214,-167.32285627315702,0.11249777366120778,0.07631415131304961,0.002738132061829726,0.6369501583610997,5,True
シーラホールディングス,"(1, 0, 1)",6,"(0, 0, 0, 0)",0.08244894532804498,0.059837971793895814,-172.35673472971524,0.11162756855724969,0.07582586481165224,-0.0048440589139419265,0.345524391064026,5,True
シーラホールディングス,"(2, 0, 1)",0,"(0, 0, 0, 0)",0.08148177573333974,0.059362695787760454,-167.4396673124644,0.1147663259632557,0.0775360634109862,0.005039852280491056,0.452680305158349,5,False
シーラホールディングス,"(2, 0, 1)",1,"(0, 0, 0, 0)",4.885003770706469e+53,7.514281385348125e+52,71.74165983017005,0.10988626251078279,0.07462783765925642,0.0355525002272521,2.3125573662038554e-10,5,True
シーラホールディングス,"(2, 0, 1)",2,"(0, 0, 0, 0)",0.08480920791347638,0.061771483535476755,-169.86007189920377,0.11088749933279478,0.07579406350495758,0.01639964626786429,0.013483866480130585,5,False
シーラホールディングス,"(2, 0, 1)",3,"(0, 0, 0, 0)",0.08233260635853246,0.0595040714682026,-168.1810803727733,0.11178436979173573,0.07611673510472992,-0.0005663592448435961,0.926670583434087,5,True
シーラホールディングス,"(2, 0, 1)",6,"(0, 0, 0, 0)",0.08207730870476451,0.060245807078237436,-174.44822781037388,0.1098400160154722,0.07547690760345713,-0.007033514631346941,0.18567031737234208,5,True
日本エスコン,"(1, 0, 1)",0,"(0, 0, 0, 0)",0.3474615061769842,0.18270599997614925,322.76980152614203,0.5817867052778601,0.17880469934151133,0.062802283216102,0.018979900514990756,5,True
日本エスコン,"(1, 0, 1)",1,"(0, 0, 0, 0)",0.3093657928541349,0.14256579229786265,325.6937131534654,0.5828851757490784,0.1677406112617886,0.06696217063612574,0.11305503761844467,5,True
日本エスコン,"(1, 0, 1)",2,"(0, 0, 0, 0)",0.33927116466491186,0.17191868054865292,325.1482259335633,0.5869367970876858,0.17596149384669524,0.023428829100847093,0.5843354024194293,5,True
日本エスコン,"(1, 0, 1)",3,"(0, 0, 0, 0)",0.3126889011067307,0.15251538190655928,324.60001818813225,0.5874126693022003,0.1752719709008175,0.007425611552761169,0.8357144032982138,5,True
日本エスコン,"(1, 0, 1)",6,"(0, 0, 0, 0)",0.3323935090739848,0.16614984716676334,320.2460109057168,0.5899366963402352,0.17669060949459373,0.014611388183580263,0.728870722365405,5,True
日本エスコン,"(2, 0, 1)",0,"(0, 0, 0, 0)",0.3472541216309796,0.18250246316806212,324.75147717015835,0.5817896627141741,0.1788560093286212,0.06283369783394836,0.01896594160157188,5,True
日本エスコン,"(2, 0, 1)",1,"(0, 0, 0, 0)",0.30972556369077797,0.14306951749406444,327.48117950834376,0.5830977643006134,0.1690471007174131,0.06714832896207859,0.11163908008805985,5,True
日本エスコン,"(2, 0, 1)",2,"(0, 0, 0, 0)",0.34063657170517275,0.17286929505488396,327.0618360333542,0.5866835638583346,0.1764860179744356,0.023263442274043047,0.5907938541526949,5,True
日本エスコン,"(2, 0, 1)",3,"(0, 0, 0, 0)",0.3124214397791659,0.1521894963476107,326.54383959864043,0.5873621746334013,0.17623005774711892,0.007610703628547178,0.8481543434731879,5,True
日本エスコン,"(2, 0, 1)",6,"(0, 0, 0, 0)",0.3323639867473161,0.16604402722309347,322.1806028123973,0.5898646058122934,0.1773290568178458,0.014322712575658618,0.742170529548019,5,True
