company,seasonality_mode,changepoint_prior_scale,seasonality_prior_scale,reg_lag,train_rmse,train_mae,test_rmse,test_mae,n225_coef,params
セントラル総合開発,additive,0.05,15.0,6,0.15778816631375095,0.09748601311548953,0.06929874378990629,0.05756536371744866,-0.016328117606288703,"{'seasonality_mode': 'additive', 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 15.0}"
セントラル総合開発,additive,0.2,5.0,6,0.15457271682719573,0.09731933305534075,0.07224968852635157,0.05978066912955312,-0.020451268507020004,"{'seasonality_mode': 'additive', 'changepoint_prior_scale': 0.2, 'seasonality_prior_scale': 5.0}"
セントラル総合開発,additive,0.2,15.0,6,0.15468856557716093,0.09714981052349025,0.07101591053530648,0.05854546839965887,-0.01994573097003631,"{'seasonality_mode': 'additive', 'changepoint_prior_scale': 0.2, 'seasonality_prior_scale': 15.0}"
セントラル総合開発,multiplicative,0.05,5.0,6,0.1615237243636445,0.09726924152796664,0.060796066548854145,0.0534934511721952,0.0035205260644504063,"{'seasonality_mode': 'multiplicative', 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 5.0}"
セントラル総合開発,multiplicative,0.05,15.0,6,0.16152377655410596,0.09726847276986891,0.060750948773614616,0.05343852107839914,0.0035372773938517673,"{'seasonality_mode': 'multiplicative', 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 15.0}"
セントラル総合開発,multiplicative,0.2,5.0,6,0.11814308073724833,0.08304880652816986,0.045697198903740625,0.03583923266123578,-0.08391751625529417,"{'seasonality_mode': 'multiplicative', 'changepoint_prior_scale': 0.2, 'seasonality_prior_scale': 5.0}"
セントラル総合開発,multiplicative,0.2,15.0,6,0.11780775079011525,0.08305468947908662,0.04567415351715558,0.035776536946900396,-0.07978193959950108,"{'seasonality_mode': 'multiplicative', 'changepoint_prior_scale': 0.2, 'seasonality_prior_scale': 15.0}"
ディア・ライフ,additive,0.05,5.0,6,0.14460922917214142,0.09781817864898597,0.09672123881559368,0.07773241371502469,-0.002440226419396926,"{'seasonality_mode': 'additive', 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 5.0}"
ディア・ライフ,additive,0.05,15.0,6,0.1446483570139405,0.09771972104007225,0.09671167311285761,0.07769322334513787,-0.00272166320165945,"{'seasonality_mode': 'additive', 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 15.0}"
ディア・ライフ,additive,0.2,5.0,6,0.13737220255785493,0.09475548792641644,0.11657243186163249,0.09386039792883775,-0.009099196781035292,"{'seasonality_mode': 'additive', 'changepoint_prior_scale': 0.2, 'seasonality_prior_scale': 5.0}"
ディア・ライフ,additive,0.2,15.0,6,0.13753494008801526,0.09457761725302294,0.11347350639636133,0.09032546017410398,-0.008857259727654186,"{'seasonality_mode': 'additive', 'changepoint_prior_scale': 0.2, 'seasonality_prior_scale': 15.0}"
ディア・ライフ,multiplicative,0.05,5.0,6,0.14812205209827117,0.09874946889422173,0.09280981377744407,0.07245865250492056,-0.00460235298605499,"{'seasonality_mode': 'multiplicative', 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 5.0}"
ディア・ライフ,multiplicative,0.05,15.0,6,0.14811499551430457,0.09872908029236584,0.0931383148316103,0.072773422205357,-0.004362073690506164,"{'seasonality_mode': 'multiplicative', 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 15.0}"
ディア・ライフ,multiplicative,0.2,5.0,6,0.13310702220652218,0.09453577835197297,0.09025115482484167,0.07453301072966508,0.3216849260429627,"{'seasonality_mode': 'multiplicative', 'changepoint_prior_scale': 0.2, 'seasonality_prior_scale': 5.0}"
ディア・ライフ,multiplicative,0.2,15.0,6,0.13310156416351648,0.09466614862398266,0.09138736013396818,0.07602393104263468,0.3007946815960645,"{'seasonality_mode': 'multiplicative', 'changepoint_prior_scale': 0.2, 'seasonality_prior_scale': 15.0}"
コーセーアールイー,additive,0.05,5.0,6,0.0970766416943101,0.0692050544654986,0.03695609594014591,0.03020405378713173,-0.00013969912061118347,"{'seasonality_mode': 'additive', 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 5.0}"
コーセーアールイー,additive,0.05,15.0,6,0.0970769622451426,0.0692168071918869,0.03698944205754944,0.030205074476404598,-0.00017752066402170217,"{'seasonality_mode': 'additive', 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 15.0}"
コーセーアールイー,additive,0.2,5.0,6,0.09068891559913236,0.06511428123919233,0.05625669462231104,0.04414839634496798,-0.006670250695817027,"{'seasonality_mode': 'additive', 'changepoint_prior_scale': 0.2, 'seasonality_prior_scale': 5.0}"
コーセーアールイー,additive,0.2,15.0,6,0.09066353147500365,0.06526115739735894,0.05745456730143965,0.04500636051161732,-0.007022785483730686,"{'seasonality_mode': 'additive', 'changepoint_prior_scale': 0.2, 'seasonality_prior_scale': 15.0}"
コーセーアールイー,multiplicative,0.05,5.0,6,0.10814006379280722,0.07776108235627403,0.0547195279184128,0.04193191060313809,-0.0007299804816243191,"{'seasonality_mode': 'multiplicative', 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 5.0}"
コーセーアールイー,multiplicative,0.05,15.0,6,0.10813557249424323,0.07775610220608418,0.05472289058539328,0.041925196892520576,-0.0007583969185354273,"{'seasonality_mode': 'multiplicative', 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 15.0}"
コーセーアールイー,multiplicative,0.2,5.0,6,0.09784172695336624,0.06929366289246472,0.05239052980681345,0.04110301545539439,-0.13422864613265129,"{'seasonality_mode': 'multiplicative', 'changepoint_prior_scale': 0.2, 'seasonality_prior_scale': 5.0}"
コーセーアールイー,multiplicative,0.2,15.0,6,0.09774619336176381,0.06920376666363591,0.05352151521125677,0.04193958435335931,-0.1524453388998196,"{'seasonality_mode': 'multiplicative', 'changepoint_prior_scale': 0.2, 'seasonality_prior_scale': 15.0}"
コスモスイニシア,additive,0.05,5.0,6,0.16954212971298802,0.11184038023819996,0.11421133150646398,0.09230079750404308,-0.0066265413696704155,"{'seasonality_mode': 'additive', 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 5.0}"
コスモスイニシア,additive,0.05,15.0,6,0.1695462421193196,0.11184943996783629,0.11417416714081122,0.09233212473142467,-0.006757372406921907,"{'seasonality_mode': 'additive', 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 15.0}"
コスモスイニシア,additive,0.2,5.0,6,0.16676378019649443,0.1101761890661852,0.1252441140790466,0.09944912062486604,-0.005546824705791562,"{'seasonality_mode': 'additive', 'changepoint_prior_scale': 0.2, 'seasonality_prior_scale': 5.0}"
コスモスイニシア,additive,0.2,15.0,6,0.16670861445733728,0.10989189852228265,0.12407429764604705,0.09833077223271457,-0.005433468922989008,"{'seasonality_mode': 'additive', 'changepoint_prior_scale': 0.2, 'seasonality_prior_scale': 15.0}"
コスモスイニシア,multiplicative,0.05,5.0,6,0.17568792091367494,0.11346397646688361,0.09208921087302406,0.07458076746754094,0.003433478699157344,"{'seasonality_mode': 'multiplicative', 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 5.0}"
コスモスイニシア,multiplicative,0.05,15.0,6,0.17568759428750708,0.11346481473106411,0.0920721376685008,0.07458019509271026,0.0034328223796281005,"{'seasonality_mode': 'multiplicative', 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 15.0}"
