company,order,lag,seasonal_order,cv_rmse,cv_mae,cv_aic,insample_rmse,insample_mae,exog_coef,exog_pvalue,splits,converged
明和地所,"(1, 0, 1)",0,"(0, 0, 0, 0)",1.1137983005036278,0.6458084691192891,-117.80576184754432,0.11323078399202088,0.08154257958798519,-6.104858292235764e-05,0.5731055355837582,5,True
明和地所,"(1, 0, 1)",1,"(0, 0, 0, 0)",294898793166.0498,76920144950.57413,-76.46419804930775,0.11346615796172753,0.08170707065737853,-5.7071908578546956e-05,0.5932252236136011,5,True
明和地所,"(2, 0, 1)",0,"(0, 0, 0, 0)",7.4377742409196275,3.8538870176915387,-109.15822896274362,0.11327513093827597,0.08191384346067533,-6.10485829223567e-05,0.5514592459238841,5,False
明和地所,"(2, 0, 1)",1,"(0, 0, 0, 0)",1164099610296.0596,298242393491.861,-71.04513172119886,0.11351870569528631,0.08207068015281424,-6.0106101695216366e-05,0.5560545077859296,5,False
ゴールドクレスト,"(1, 0, 1)",0,"(0, 0, 0, 0)",0.12566082808517576,0.09629286719672138,-106.89735615980814,0.12584213783850898,0.09713813923982202,-2.042860754388522e-05,0.8323214765733558,5,True
ゴールドクレスト,"(1, 0, 1)",1,"(0, 0, 0, 0)",0.12581726368800836,0.09633507804603955,-105.50842714565309,0.1261958248477217,0.09761953512909996,-2.4955932686575485e-05,0.7957423476334481,5,True
ゴールドクレスト,"(2, 0, 1)",0,"(0, 0, 0, 0)",5.428091306555288e+28,1.0812592015351276e+28,136.43250775626012,1.9167082980936336,1.468767857610396,-9.412995477590622e-06,0.9216876779933321,5,True
ゴールドクレスト,"(2, 0, 1)",1,"(0, 0, 0, 0)",1.6470467594358415e+27,3.303385229487372e+26,104.62506764585717,1.8810257585661334,1.44573176465915,-1.7200013108687907e-05,0.859677152457682,5,True
