ds,yhat,yhat_lower,yhat_upper
2025-11-01,-0.005594069618550284,-0.23816285332121342,0.23914126705013675
2025-12-01,0.06721861364454475,-0.18798766040517378,0.3015172244075159
2026-01-01,0.023409712884785973,-0.2013841716386134,0.2743853977647481
2026-02-01,0.06047721837888796,-0.1850876427651205,0.3036032890062152
2026-03-01,0.01693360969683554,-0.21591030536667016,0.26700603962199915
2026-04-01,0.06151501695405867,-0.17088613911985012,0.30981020471000326
