ds,y,n225_ret,yhat,yhat_lower,yhat_upper
2004-07-01,-0.2285344106102252,-0.04599455335346216,-0.046766036423361114,-0.27775568236814796,0.19566254654311305
2004-08-01,-0.4225013293324147,-0.021778343170034704,-0.1446643223857626,-0.3764099168673011,0.09842718957052599
2004-09-01,-0.1631256021727038,-0.023577031724547774,0.012660143403109267,-0.2151916227305515,0.2846450074581058
2004-10-01,-0.2909234738655958,-0.004829869468589823,-0.09549387582579474,-0.34927898438474514,0.12930676245116263
2004-11-01,-0.1503699330161167,0.011797656578992437,-0.0873623034709524,-0.3313859041530879,0.13646236626841152
2004-12-01,-0.0267702942740124,0.05267516617782637,-0.0011720215778373358,-0.24562776522647975,0.2500761830096841
2005-01-01,0.0782521293723086,-0.008844993469519401,-0.04671390578558707,-0.29336402309785126,0.2011307437468287
2005-02-01,0.1587484142072706,0.030528734911478485,-0.008924842470232563,-0.2491106904169596,0.24219323327100903
2005-03-01,-0.0092167685033128,-0.0061214024528289425,-0.06340741066413132,-0.293527571387901,0.17842989421959957
2005-04-01,-0.1039897419596176,-0.058227412642761114,-0.02352238281723783,-0.2684507342428897,0.21284225562733392
2005-05-01,0.2258795580218612,0.024024809493367324,-0.0015627224382578422,-0.22363153036487443,0.23678235666167025
2005-06-01,0.0349030268338009,0.02689679712414765,-0.004452984413499929,-0.24840186521535385,0.2302472309555437
2005-07-01,-0.0213341859584358,0.026879074610401607,-0.03488179216049459,-0.2964050098331219,0.19516493774879867
2005-08-01,-0.0663010625435839,0.04228786103920643,-0.12759752181188114,-0.36462024462000187,0.10227201724431058
2005-09-01,-0.0327898727177611,0.08938567040489062,0.032622569718568986,-0.2088686622003273,0.2664955369092298
2005-10-01,-0.100083377149727,0.0023693350164475926,-0.09712914995993971,-0.33299790801043444,0.14285615458201512
2005-11-01,0.1953934494268113,0.08894274296062192,-0.06439792472347222,-0.28709277755796303,0.16710586384816162
2005-12-01,0.0032417318920839,0.08003857589416084,0.007096809794732449,-0.22570512793516573,0.24095632302272302
2006-01-01,-0.0520317802629497,0.03287048573042182,-0.043693666925228775,-0.2912325578407288,0.1955286361390461
2006-02-01,0.0307717218296024,-0.02705307234831754,-0.015495735518678815,-0.2723241962267069,0.22301319966272973
2006-03-01,0.0,0.05137026938608603,-0.04743152853384009,-0.28916332551755464,0.1902542637152958
2006-04-01,0.0351862977019757,-0.009034400585879473,-0.011790907048438617,-0.2623629279144499,0.2273762443400461
2006-05-01,-0.0429298167829244,-0.08895215815162337,-0.015515745162624196,-0.2525555537743126,0.20374286174945824
2006-06-01,-0.099762069442948,0.0024440788623655654,-0.005890657710707729,-0.2406383583515461,0.21982259160540188
2006-07-01,-0.1067245979207733,-0.003124486358773102,-0.03815945389389108,-0.28488466887481934,0.21106851819655997
2006-08-01,-0.1349950330970223,0.04329808006264573,-0.11979545732894364,-0.3578436715648765,0.11992106874272435
2006-09-01,0.0023406427021455,-0.0008168804652927689,0.022372734325869913,-0.19730536974141377,0.2677907978524025
2006-10-01,0.1701670131003346,0.016713322400231163,-0.0975749843902865,-0.3367177407959804,0.15901981108155905
2006-11-01,0.0964451836185507,-0.007655152514598889,-0.06706696631003341,-0.30931594750974245,0.17468961503959932
2006-12-01,-0.0102010010159377,0.056820981437632985,0.0076682853189618955,-0.2122719165179399,0.2505231375811306
