Date,Close_N225,Log_Return
1985-01-01,11992.3095703125,
1985-02-01,12321.919921875,0.027114208575484477
1985-03-01,12580.759765625,0.02078886039392244
1985-04-01,12426.2900390625,-0.012354251497747605
1985-05-01,12758.4599609375,0.026380185241568235
1985-06-01,12882.08984375,0.009643384547636233
1985-07-01,12232.26953125,-0.05176045915096035
1985-08-01,12713.150390625,0.03855941825752717
1985-09-01,12700.1103515625,-0.0010262390441929464
1985-10-01,12936.4697265625,0.01843975066653899
1985-11-01,12763.26953125,-0.01347895524154901
1985-12-01,13083.1796875,0.024755933909582344
1986-01-01,13024.2998046875,-0.004510583463853932
1986-02-01,13640.830078125,0.04625067833425286
1986-03-01,15859.75,0.15071694642569006
1986-04-01,15825.5,-0.002161890049137243
1986-05-01,16670.76953125,0.05203429523198263
1986-06-01,17654.189453125,0.0573162596567913
1986-07-01,17509.7109375,-0.008217480258766296
1986-08-01,18533.6796875,0.0568339628505285
1986-09-01,17852.859375,-0.03742591611588729
1986-10-01,16910.630859375,-0.05422121537575134
1986-11-01,18326.0,0.0803783474463946
1986-12-01,18701.0,0.020256181823561457
1987-01-01,20024.0,0.06835455576289022
1987-02-01,20767.0,0.03643363423136878
1987-03-01,21566.66015625,0.037783422603823724
1987-04-01,23274.830078125,0.07622391155420001
1987-05-01,24902.0,0.06757559901135506
1987-06-01,24176.400390625,-0.029571154645208278
1987-07-01,24488.109375,0.012810701221498933
1987-08-01,26029.220703125,0.06103211203939066
1987-09-01,26010.880859375,-0.000704835077511551
1987-10-01,23329.0,-0.10881772321988874
1987-11-01,22686.779296875,-0.02791487685692467
1987-12-01,21564.0,-0.050757087402154705
1988-01-01,23719.0,0.09525115713538698
1988-02-01,25242.810546875,0.062264969636212746
1988-03-01,26260.259765625,0.039515376529629595
1988-04-01,27510.0,0.04649281404583146
1988-05-01,27416.69921875,-0.0033972866497860273
1988-06-01,27769.400390625,0.012782420815645514
1988-07-01,28200.0,0.01538726884172519
1988-08-01,27365.94921875,-0.030022466621073367
1988-09-01,27923.669921875,0.020175202126376718
1988-10-01,27982.5390625,0.002105997292701613
1988-11-01,29578.900390625,0.055480571766612176
1988-12-01,30159.0,0.019422103582707517
1989-01-01,31581.30078125,0.046081811921066154
1989-02-01,31985.599609375,0.012720591294355568
1989-03-01,32838.6796875,0.026321290069072734
1989-04-01,33713.3515625,0.026286868318589746
1989-05-01,34266.75,0.016281548562135772
1989-06-01,32948.69140625,-0.03922395062632963
1989-07-01,34953.87109375,0.05907767782444028
1989-08-01,34431.19921875,-0.015066116076242465
1989-09-01,35636.76171875,0.03441463023042872
1989-10-01,35549.44140625,-0.0024532943874687975
1989-11-01,37268.7890625,0.047231778797424726
1989-12-01,38915.87109375,0.04324594266591881
